filename,arm_name,intervention_type,screening_window,1_month,3_months,6_months,9_months,12_months,core_treatment_screening_window,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening_window,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening_window,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening_window,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,cycle_length_days,treatment_duration_rule,visit_pattern,assumptions
23358972,FOLFIRI + sunitinib (Arm A),intervention,1,5,11,18,26,36,0,3,7,11,16,22,1,0,0,0,0,0,0,2,4,7,10,14,0,0,0,0,0,0,42,until progression (calculated up to Day +365),"Screening (Day -X); C1D1, C1D8, C1D15, C1D22, C1D29; C2D1, C2D8, C2D15, C2D22, C2D29; ... C9D1, C9D8, C9D15, C9D22, C9D29. All range-columns (e.g., Day 8 (±3)) were mapped to one nominal date.","All screening activities are assumed to occur on a single in-person day within the screening window, with the highest precedence category (imaging_diagnostics) assigned.; Treatment continues for the full 365-day horizon for calculation purposes, as per 'until progression' rule.; A 6-week (42-day) cycle length is used, with FOLFIRI administered on Day 1, Day 15, and Day 29 of each cycle. Sunitinib is administered daily for 4 weeks (Day 1-28) of each cycle.; For Arm A, in-person visits occur on Day 1, Day 8, Day 15, Day 22, and Day 29 of each 42-day cycle, as indicated by 'X' marks in the Schedule of Activities table (pages 34-35).; For Arm B, in-person visits occur on Day 1, Day 15, and Day 29 of each 42-day cycle, as indicated by 'X' marks in the Schedule of Activities table (pages 38-39). Activities marked 'SOC' (Standard of Care) or not explicitly marked with 'X' in the Arm B table are not counted as trial-mandated in-person contact days, in line with protocol text on page 32 for 'FOLFIRI alone'.; Despite the 'Sunitinib/Placebo' row being empty for daily administration in the Arm B table, the main text on page 12 states 'placebo will be given in similar fashion in Arm B' as sunitinib in Arm A (daily for 4 weeks). However, the in-person contact for drug administration is primarily on Day 1 with FOLFIRI infusion. The daily oral administration itself does not add additional in-person contact days beyond the scheduled visits.; Category precedence (core_treatment > imaging_diagnostics > labs > clinic_visits) was applied to assign a single primary category for each contact day.; ECG on Day 29 of the first 3 cycles is counted as imaging_diagnostics but subsumed by core_treatment on those days due to precedence.; Tumour Imaging on Day 1 of every cycle (from C2) is counted as imaging_diagnostics but subsumed by core_treatment due to precedence.; Brain CT/MRI on Day 1 of every 3 cycles (from C2) is counted as imaging_diagnostics but subsumed by core_treatment due to precedence.; Urinalysis and Symptom Questionnaire on Day 1 of odd-numbered cycles (from C3) are counted as labs/clinic_visits but subsumed by core_treatment due to precedence.; Study Randomization on C1D1 is counted as clinic_visits but subsumed by core_treatment due to precedence."
23358972,FOLFIRI + placebo (Arm B),control,1,3,7,11,15,21,0,3,7,11,15,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,until progression (calculated up to Day +365),"Screening (Day -X); C1D1, C1D15, C1D29; C2D1, C2D15, C2D29; ... C9D1, C9D15, C9D29. All range-columns (e.g., Day 8 (±3)) were mapped to one nominal date.","All screening activities are assumed to occur on a single in-person day within the screening window, with the highest precedence category (imaging_diagnostics) assigned.; Treatment continues for the full 365-day horizon for calculation purposes, as per 'until progression' rule.; A 6-week (42-day) cycle length is used, with FOLFIRI administered on Day 1, Day 15, and Day 29 of each cycle. Placebo is assumed to be administered on FOLFIRI infusion days (Day 1, Day 15, Day 29) as per main text, but this does not add additional in-person contact days.; For Arm B, in-person visits occur on Day 1, Day 15, and Day 29 of each 42-day cycle, as indicated by 'X' marks in the Schedule of Activities table (pages 38-39). Activities marked 'SOC' (Standard of Care) or not explicitly marked with 'X' in the Arm B table are not counted as trial-mandated in-person contact days, in line with protocol text on page 32 for 'FOLFIRI alone'.; Category precedence (core_treatment > imaging_diagnostics > labs > clinic_visits) was applied to assign a single primary category for each contact day.; ECG on Day 29 of the first 3 cycles is counted as imaging_diagnostics but subsumed by core_treatment on those days due to precedence.; Tumour Imaging on Day 1 of every cycle (from C2) is counted as imaging_diagnostics but subsumed by core_treatment due to precedence.; Brain CT/MRI on Day 1 of every 3 cycles (from C2) is counted as imaging_diagnostics but subsumed by core_treatment due to precedence.; Study Randomization on C1D1 is counted as clinic_visits but subsumed by core_treatment due to precedence."
23940216,cediranib 30 mg monotherapy,intervention,1,5,9,13,17,22,0,2,5,9,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,21,until progression,"Screening (Day -X), Day 0, Day 7, Day 14, Day 21, Day 28, Day 35, Day 42, then every 21 days (Day 63, 84, 105, 126, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357). Range-columns were mapped to one nominal date.","Screening is counted as one in-person day, occurring within the Day -28 to Day -1 window.; Day 1 (Day 0 in the system) is a distinct in-person day from Screening, as indicated by separate columns in the Schedule of Events (SoE).; Dispensing of study medication (cediranib or lomustine/placebo) implies an in-person visit for administration or collection.; All 'X' marks in Table 1 for non-optional procedures indicate an in-person contact day, unless superseded by a footnote or a higher-precedence category.; Treatment is assumed to continue until progression, which for calculation purposes is extended to at least Day 365.; The 'Every 3 weeks' and 'Every 6 weeks' columns in the SoE define the repeating schedule for assessments after the initial 6 weeks.; For category assignment, the precedence rule core_treatment > imaging_diagnostics > labs > clinic_visits was applied.; Optional procedures (e.g., 'Optional Tumour sample', 'Pharmacogenetic blood sample') are not counted as mandatory contact days."
23940216,cediranib 20 mg in combination with lomustine,intervention,1,5,9,13,17,22,0,2,5,9,13,18,1,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,21,until progression,"Screening (Day -X), Day 0, Day 7, Day 14, Day 21, Day 28, Day 35, Day 42, then every 21 days (Day 63, 84, 105, 126, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357). Range-columns were mapped to one nominal date.","Screening is counted as one in-person day, occurring within the Day -28 to Day -1 window.; Day 1 (Day 0 in the system) is a distinct in-person day from Screening, as indicated by separate columns in the Schedule of Events (SoE).; Dispensing of study medication (cediranib or lomustine/placebo) implies an in-person visit for administration or collection.; All 'X' marks in Table 1 for non-optional procedures indicate an in-person contact day, unless superseded by a footnote or a higher-precedence category.; Treatment is assumed to continue until progression, which for calculation purposes is extended to at least Day 365.; The 'Every 3 weeks' and 'Every 6 weeks' columns in the SoE define the repeating schedule for assessments after the initial 6 weeks.; For category assignment, the precedence rule core_treatment > imaging_diagnostics > labs > clinic_visits was applied.; Optional procedures (e.g., 'Optional Tumour sample', 'Pharmacogenetic blood sample') are not counted as mandatory contact days.; Lomustine administration occurs every 6 weeks, but cediranib dispensing and most other assessments follow a 3-week cycle after the initial weekly phase."
23940216,cediranib matched placebo in combination with lomustine,control,1,5,9,13,17,22,0,2,5,9,13,18,1,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,21,until progression,"Screening (Day -X), Day 0, Day 7, Day 14, Day 21, Day 28, Day 35, Day 42, then every 21 days (Day 63, 84, 105, 126, 147, 168, 189, 210, 231, 252, 273, 294, 315, 336, 357). Range-columns were mapped to one nominal date.","Screening is counted as one in-person day, occurring within the Day -28 to Day -1 window.; Day 1 (Day 0 in the system) is a distinct in-person day from Screening, as indicated by separate columns in the Schedule of Events (SoE).; Dispensing of study medication (cediranib or lomustine/placebo) implies an in-person visit for administration or collection.; All 'X' marks in Table 1 for non-optional procedures indicate an in-person contact day, unless superseded by a footnote or a higher-precedence category.; Treatment is assumed to continue until progression, which for calculation purposes is extended to at least Day 365.; The 'Every 3 weeks' and 'Every 6 weeks' columns in the SoE define the repeating schedule for assessments after the initial 6 weeks.; For category assignment, the precedence rule core_treatment > imaging_diagnostics > labs > clinic_visits was applied.; Optional procedures (e.g., 'Optional Tumour sample', 'Pharmacogenetic blood sample') are not counted as mandatory contact days.; Lomustine administration occurs every 6 weeks, but placebo dispensing and most other assessments follow a 3-week cycle after the initial weekly phase."
27264120,Letrozole 2.5 mg po daily x 5 years,intervention,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,5 years or until recurrence/second malignancy,"Screening (Day -X), Day 0, Day 365. All listed procedures for each time point are consolidated into a single in-person contact day.","The MA.17R Patient Evaluation Flow Sheet (Appendix XVI, page 93) is used as the primary schedule of events, with Day 0 being the day of randomization/start of treatment.; All procedures listed for a given time point (e.g., 'Within 60 days prior to randomization', 'Every 12 months from randomization') are assumed to occur on a single in-person contact day for the most conservative lower estimate. This single day is then assigned to one primary category based on the defined precedence (core_treatment > imaging_diagnostics > labs > clinic_visits).; For the screening window, all pre-randomization investigations (Clinical Evaluation, Haematology, Biochemistry, Whole Blood Sample, Mammogram, Chest x-ray, DEXA Scan, Toxicity, Quality of Life) are assumed to occur on a single contact day within the Day -28 to Day -1 window. The highest precedence activity on this day is imaging_diagnostics (Mammogram, Chest x-ray, DEXA Scan).; For Day 0 and subsequent annual visits (Day 365), all listed procedures (Clinical Evaluation, Haematology, Biochemistry, Quality of Life, Whole Blood Sample, Mammogram) are assumed to occur on a single contact day. The highest precedence activity on these days is imaging_diagnostics (Mammogram).; Conditional 'Other Investigations' (for recurrence) are excluded from routine contact days as patients are expected to be disease-free at entry and during routine follow-up.; Optional 'Plasma Lipid Profile' is excluded from mandatory contact days.; 'Tumour/Tissue Blocks' collection refers to existing tissue and does not require a new in-person contact day.; Treatment (Letrozole/Placebo) is daily oral and does not count as in-person contact days."
27264120,Placebo daily x 5 years,control,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,5 years or until recurrence/second malignancy,"Screening (Day -X), Day 0, Day 365. All listed procedures for each time point are consolidated into a single in-person contact day.","The MA.17R Patient Evaluation Flow Sheet (Appendix XVI, page 93) is used as the primary schedule of events, with Day 0 being the day of randomization/start of treatment.; All procedures listed for a given time point (e.g., 'Within 60 days prior to randomization', 'Every 12 months from randomization') are assumed to occur on a single in-person contact day for the most conservative lower estimate. This single day is then assigned to one primary category based on the defined precedence (core_treatment > imaging_diagnostics > labs > clinic_visits).; For the screening window, all pre-randomization investigations (Clinical Evaluation, Haematology, Biochemistry, Whole Blood Sample, Mammogram, Chest x-ray, DEXA Scan, Toxicity, Quality of Life) are assumed to occur on a single contact day within the Day -28 to Day -1 window. The highest precedence activity on this day is imaging_diagnostics (Mammogram, Chest x-ray, DEXA Scan).; For Day 0 and subsequent annual visits (Day 365), all listed procedures (Clinical Evaluation, Haematology, Biochemistry, Quality of Life, Whole Blood Sample, Mammogram) are assumed to occur on a single contact day. The highest precedence activity on these days is imaging_diagnostics (Mammogram).; Conditional 'Other Investigations' (for recurrence) are excluded from routine contact days as patients are expected to be disease-free at entry and during routine follow-up.; Optional 'Plasma Lipid Profile' is excluded from mandatory contact days.; 'Tumour/Tissue Blocks' collection refers to existing tissue and does not require a new in-person contact day.; Treatment (Letrozole/Placebo) is daily oral and does not count as in-person contact days."
27569442,MAP (Good Responders),intervention,1,7,16,35,39,39,0,6,15,33,37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,35,29 weeks,"Screening (Day -28), C1D1 (Day 0), C1D2 (Day 1), C1MTX1 (Day 21), C1MTX2 (Day 22), C1MTX3 (Day 28), C1MTX4 (Day 29), QOL1 (Day 30), C2D1 (Day 35), C2D2 (Day 36), C2MTX1 (Day 56), C2MTX2 (Day 57), C2MTX3 (Day 63), C2MTX4 (Day 64), Surgery (Day 70), C3D1 (Day 77), C3D2 (Day 78), C3MTX1 (Day 98), C3MTX2 (Day 99), C3MTX3 (Day 105), C3MTX4 (Day 106), C4D1 (Day 112), C4D2 (Day 113), C4MTX1 (Day 133), C4MTX2 (Day 134), C4MTX3 (Day 140), C4MTX4 (Day 141), C5D1 (Day 147), C5D2 (Day 148), QOL2 (Day 150), C5MTX1 (Day 161), C5MTX2 (Day 162), C5MTX3 (Day 168), C5MTX4 (Day 169), C6D1 (Day 175), C6D2 (Day 176), C6MTX1 (Day 189), C6MTX2 (Day 190), C6MTX3 (Day 196), C6MTX4 (Day 197). Range-columns were mapped to individual nominal dates.","Screening is one in-person day for all required baseline assessments (imaging, labs, H&P, etc.). Imaging is prioritized for categorization.; Surgery (Week 11) is one in-person day, categorized as core_treatment.; Drug administration days (IV infusions) are in-person contact days.; Leucovorin rescue days, when not overlapping with other drug administration, are counted as separate in-person core_treatment days.; QOL assessments are considered in-person clinic visits.; For MAP Cycles 5-6 (Weeks 22-29), Cisplatin administration was assumed based on text description (Page 20, Section 4.4) despite its omission from the table (Page 21, Table 4.4.1).; Calendar days are calculated from Day 0 (C1D1). Week N Day X is Day (N-1)*7 + (X-1)."
27569442,MAPifn (Good Responders),intervention,1,7,16,35,48,51,0,6,15,33,46,49,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,35,104 weeks,"Screening (Day -28), C1D1 (Day 0), C1D2 (Day 1), C1MTX1 (Day 21), C1MTX2 (Day 22), C1MTX3 (Day 28), C1MTX4 (Day 29), QOL1 (Day 30), C2D1 (Day 35), C2D2 (Day 36), C2MTX1 (Day 56), C2MTX2 (Day 57), C2MTX3 (Day 63), C2MTX4 (Day 64), Surgery (Day 70), C3D1 (Day 77), C3D2 (Day 78), C3MTX1 (Day 98), C3MTX2 (Day 99), C3MTX3 (Day 105), C3MTX4 (Day 106), C4D1 (Day 112), C4D2 (Day 113), C4MTX1 (Day 133), C4MTX2 (Day 134), C4MTX3 (Day 140), C4MTX4 (Day 141), C5D1 (Day 147), C5D2 (Day 148), QOL2 (Day 150), C5MTX1 (Day 161), C5MTX2 (Day 162), C5MTX3 (Day 168), C5MTX4 (Day 169), C6D1 (Day 175), C6D2 (Day 176), C6MTX1 (Day 189), C6MTX2 (Day 190), C6MTX3 (Day 196), C6MTX4 (Day 197), Interferon weekly (Day 203, 210, 217, 224, 231, 238, 245, 252), Interferon monthly (Day 259, 287, 315, 343). Range-columns were mapped to individual nominal dates.","Screening is one in-person day for all required baseline assessments (imaging, labs, H&P, etc.). Imaging is prioritized for categorization.; Surgery (Week 11) is one in-person day, categorized as core_treatment.; Drug administration days (IV infusions) are in-person contact days.; Leucovorin rescue days, when not overlapping with other drug administration, are counted as separate in-person core_treatment days.; QOL assessments are considered in-person clinic visits.; For MAP Cycles 5-6 (Weeks 22-29), Cisplatin administration was assumed based on text description (Page 20, Section 4.4) despite its omission from the table (Page 21, Table 4.4.1).; For Pegylated Interferon alfa-2b, weekly/monthly observations (a-g) are considered in-person contact days, combined with the SubQ administration.; Calendar days are calculated from Day 0 (C1D1). Week N Day X is Day (N-1)*7 + (X-1)."
27569442,MAP (Poor Responders),control,1,7,16,35,39,39,0,6,15,33,37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,35,29 weeks,"Screening (Day -28), C1D1 (Day 0), C1D2 (Day 1), C1MTX1 (Day 21), C1MTX2 (Day 22), C1MTX3 (Day 28), C1MTX4 (Day 29), QOL1 (Day 30), C2D1 (Day 35), C2D2 (Day 36), C2MTX1 (Day 56), C2MTX2 (Day 57), C2MTX3 (Day 63), C2MTX4 (Day 64), Surgery (Day 70), C3D1 (Day 77), C3D2 (Day 78), C3MTX1 (Day 98), C3MTX2 (Day 99), C3MTX3 (Day 105), C3MTX4 (Day 106), C4D1 (Day 112), C4D2 (Day 113), C4MTX1 (Day 133), C4MTX2 (Day 134), C4MTX3 (Day 140), C4MTX4 (Day 141), C5D1 (Day 147), C5D2 (Day 148), QOL2 (Day 150), C5MTX1 (Day 161), C5MTX2 (Day 162), C5MTX3 (Day 168), C5MTX4 (Day 169), C6D1 (Day 175), C6D2 (Day 176), C6MTX1 (Day 189), C6MTX2 (Day 190), C6MTX3 (Day 196), C6MTX4 (Day 197). Range-columns were mapped to individual nominal dates.","Screening is one in-person day for all required baseline assessments (imaging, labs, H&P, etc.). Imaging is prioritized for categorization.; Surgery (Week 11) is one in-person day, categorized as core_treatment.; Drug administration days (IV infusions) are in-person contact days.; Leucovorin rescue days, when not overlapping with other drug administration, are counted as separate in-person core_treatment days.; QOL assessments are considered in-person clinic visits.; For MAP Cycles 5-6 (Weeks 22-29), Cisplatin administration was assumed based on text description (Page 20, Section 4.4) despite its omission from the table (Page 21, Table 4.4.1).; Calendar days are calculated from Day 0 (C1D1). Week N Day X is Day (N-1)*7 + (X-1)."
