filename,arm_name,intervention_type,screening_window,1_month,3_months,6_months,9_months,12_months,core_treatment_screening_window,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening_window,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening_window,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening_window,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,cycle_length_days,treatment_duration_rule,visit_pattern,assumptions
30516102,Arm A: Trastuzumab emtansine,intervention,1,2,6,11,16,21,0,2,5,9,13,14,1,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,1,21,"14 cycles, followed by long-term follow-up until Year 10 from randomization.","1 screening day. Treatment consists of 14 cycles, each 21 days long. Day 1 of each cycle involves drug administration and general assessments. ECHO/MUGA is performed during Day 14-21 of Cycles 2, 6, 10, and 14. A Study Drug Completion Visit (SDCV) occurs approximately 30 days after the last treatment dose. Follow-up includes disease status assessments and ECHO/MUGA at specified intervals.","All screening assessments (informed consent, patient numbers, tumor tissue submission, medical history, physical exam, height, vital signs, ECOG, concomitant meds, AE reporting, 12-lead ECG, ECHO/MUGA, HBV/HCV serology, hematology, biochemistry, INR/aPTT, pregnancy test, bilateral mammogram, PRO) are consolidated into 1 contact day during the screening window (Day -28 to Day -1). The highest priority procedure on this day is 'imaging_diagnostics' due to tumor tissue submission, ECG, ECHO/MUGA, and mammogram.; PK/ATA samples (detailed in Appendix 2) are considered optional for individual patients based on footnote 'a' in Appendix 2 and 'u' in Appendix 1, and thus do not add mandatory contact days.; Radiotherapy and hormonal therapy are considered standard of care treatments, not trial-mandated visits for all patients, and are therefore excluded from contact day counts.; Disease status assessments (footnote 'f') in the follow-up period, when not coinciding with a higher-priority procedure, are counted as in-person 'clinic_visits'.; The Study Drug Completion Visit (SDCV) is assumed to occur on Day 303 (Day 273 + 30 days).; The follow-up Disease Status assessment (Day 360) and the 12-month follow-up ECHO/MUGA (Day 365) are counted as distinct in-person days, as no explicit instruction for consolidation was provided for visits on different nominal dates.; For days with multiple procedures, the highest priority category is assigned: core_treatment > imaging_diagnostics > labs > clinic_visits."
30516102,Arm B: Trastuzumab,control,1,2,6,11,16,21,0,2,5,9,13,14,1,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,1,21,"14 cycles, followed by long-term follow-up until Year 10 from randomization.","1 screening day. Treatment consists of 14 cycles, each 21 days long. Day 1 of each cycle involves drug administration and general assessments. ECHO/MUGA is performed during Day 14-21 of Cycles 2, 6, 10, and 14. A Study Drug Completion Visit (SDCV) occurs approximately 30 days after the last treatment dose. Follow-up includes disease status assessments and ECHO/MUGA at specified intervals.","All screening assessments (informed consent, patient numbers, tumor tissue submission, medical history, physical exam, height, vital signs, ECOG, concomitant meds, AE reporting, 12-lead ECG, ECHO/MUGA, HBV/HCV serology, hematology, biochemistry, INR/aPTT, pregnancy test, bilateral mammogram, PRO) are consolidated into 1 contact day during the screening window (Day -28 to Day -1). The highest priority procedure on this day is 'imaging_diagnostics' due to tumor tissue submission, ECG, ECHO/MUGA, and mammogram.; PK/ATA samples (detailed in Appendix 2) are considered optional for individual patients based on footnote 'a' in Appendix 2 and 'u' in Appendix 1, and thus do not add mandatory contact days.; Radiotherapy and hormonal therapy are considered standard of care treatments, not trial-mandated visits for all patients, and are therefore excluded from contact day counts.; Disease status assessments (footnote 'f') in the follow-up period, when not coinciding with a higher-priority procedure, are counted as in-person 'clinic_visits'.; The Study Drug Completion Visit (SDCV) is assumed to occur on Day 303 (Day 273 + 30 days).; The follow-up Disease Status assessment (Day 360) and the 12-month follow-up ECHO/MUGA (Day 365) are counted as distinct in-person days, as no explicit instruction for consolidation was provided for visits on different nominal dates.; For days with multiple procedures, the highest priority category is assigned: core_treatment > imaging_diagnostics > labs > clinic_visits."
35660812,Arm A: Conventional dose treatment (RVD) followed by lenalidomide maintenance,intervention,1,7,15,30,41,48,0,7,15,30,35,35,1,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,21,until disease progression,"Screening (Day -28). Initial RVD (C1-C3): Day 0, 4, 8, 11 per 21-day cycle. PBSC Mobilization (Cyclophosphamide IV: 1 day, PBSC Collection: 2 days) after C3. Consolidation RVD (C4-C8): Day 1, 4, 8, 11 per 21-day cycle. Maintenance Lenalidomide: weekly for 2 months, then bi-weekly for 2 months, then monthly until progression.","Screening is assumed to be a single day (Day -28).; PBSC collection (apheresis) is assumed to be 2 days, as it is a significant interventional procedure.; Lenalidomide maintenance visits for labs (Hematology, Serum Chemistry, Pregnancy Test, M-protein quantification, 24hr urine, FreeLite Testing) are based on the most frequent schedule mentioned in Note 3 (page 225): weekly for the first 2 months, then bi-weekly for the next 2 months, then monthly thereafter. This schedule dictates the contact days for maintenance.; Filgrastim/G-CSF administration is assumed to be self-administered, and only monitoring visits for blood counts (already covered by lab schedule) are considered contact days.; Oral medications (Lenalidomide, Dexamethasone) are assumed to be self-administered at home and do not count as contact days unless explicitly tied to an in-person visit for dispensing or monitoring.; QOL/Pharmacoeconomic assessments are considered clinic_visits."
35660812,"Arm B: RVD plus high-dose treatment with peripheral stem cell transplant (PBSCT), also followed by lenalidomide maintenance",intervention,1,7,18,31,42,46,0,7,18,25,26,26,1,0,0,0,0,0,0,0,0,0,10,14,0,0,0,6,6,6,21,until disease progression,"Screening (Day -28). Initial RVD (C1-C3): Day 0, 4, 8, 11 per 21-day cycle. PBSC Mobilization (Cyclophosphamide IV: 1 day, PBSC Collection: 2 days) after C3. PBSC Transplant (Melphalan: 2 days, Reinfusion: 1 day, Inpatient monitoring: 5 days). Consolidation RVD (C4-C5): Day 1, 4, 8, 11 per 21-day cycle. Maintenance Lenalidomide: weekly for 2 months, then bi-weekly for 2 months, then monthly until progression.","Screening is assumed to be a single day (Day -28).; PBSC collection (apheresis) is assumed to be 2 days, as it is a significant interventional procedure.; Melphalan conditioning is assumed to be 2 days (Day -2 and Day -1 relative to transplant Day 0).; PBSC reinfusion is assumed to be 1 day (Day 0).; The 'Inpatient PBSCT Period' is assumed to cover Day +1 to Day +5 (5 days) for post-reinfusion monitoring and supportive care, classified as clinic_visits.; Lenalidomide maintenance visits for labs (Hematology, Serum Chemistry, Pregnancy Test, M-protein quantification, 24hr urine, FreeLite Testing) are based on the most frequent schedule mentioned in Note 3 (page 225): weekly for the first 2 months, then bi-weekly for the next 2 months, then monthly thereafter. This schedule dictates the contact days for maintenance.; Filgrastim/G-CSF administration is assumed to be self-administered, and only monitoring visits for blood counts (already covered by lab schedule) are considered contact days.; Oral medications (Lenalidomide, Dexamethasone) are assumed to be self-administered at home and do not count as contact days unless explicitly tied to an in-person visit for dispensing or monitoring.; QOL/Pharmacoeconomic assessments are considered clinic_visits."
35704479,Active Monitoring Arm,control,1,1,1,2,2,3,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,up to 5 years after enrollment,"Screening (Visit 0), Randomization/Baseline (Visit 1, Day 0), then regular 6-month follow-up visits (Visits 2, 3, etc.)","Information Visit is not a separate contact day; if screening procedures are performed, they are considered part of Visit 0.; Visit 0 (Screening) and Visit 1 (Randomization/Day 0) are always distinct in-person contact days.; For the Active Monitoring arm, anal biopsies are performed at Visit 0, Visit 1, and then annually (Visit 3, 5, 7, 9, 11). Visit 2 does not include a biopsy.; HIV viral load and CD4 count results are generally assumed to be obtained from routine medical care and not to require a separate study contact day, except for venipuncture at Visit 1.; Optional visits (e.g., Visit 1B at 16 weeks for Imiquimod/5-FU) are not counted."
35704479,Treatment Arm (Imiquimod or 5-Fluorouracil Cream),intervention,1,1,2,3,3,4,0,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,until progression,"Screening (Visit 0), Randomization/Baseline (Visit 1, Day 0), 8-week interim visit (Visit 1A), then regular 6-month follow-up visits (Visits 2, 3, etc.)","Information Visit is not a separate contact day; if screening procedures are performed, they are considered part of Visit 0.; Visit 0 (Screening) and Visit 1 (Randomization/Day 0) are always distinct in-person contact days.; For the Imiquimod or 5-Fluorouracil Cream arm, the 'first application of treatment' at Visit 1 (Day 0) is a core_treatment activity.; Visit 1A (8 weeks, Day +56) is a mandated clinic_visit for toxicity/tolerability assessment.; Subsequent 6-month visits (Visit 2, 3, etc.) are counted as core_treatment days, assuming treatment is initiated/continued due to persistent HSIL as per protocol guidance.; HIV viral load and CD4 count results are generally assumed to be obtained from routine medical care and not to require a separate study contact day, except for venipuncture at Visit 1.; Optional visits (e.g., Visit 1B at 16 weeks for Imiquimod/5-FU) are not counted."
35704479,Treatment Arm (TCA),intervention,1,2,5,6,6,7,0,2,5,6,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,until progression,"Screening (Visit 0), Randomization/Baseline (Visit 1, Day 0), up to 4 interim TCA application visits (Visits 1A, 1B, 1C), then regular 6-month follow-up visits (Visits 2, 3, etc.)","Information Visit is not a separate contact day; if screening procedures are performed, they are considered part of Visit 0.; Visit 0 (Screening) and Visit 1 (Randomization/Day 0) are always distinct in-person contact days.; For the TCA arm, the 'initial study treatment' at Visit 1 (Day 0) is a core_treatment activity.; Four clinician-applied TCA treatments are assumed within the first 12 weeks (Day +21, +42, +63, +84), each counted as a core_treatment day.; Subsequent 6-month visits (Visit 2, 3, etc.) are counted as core_treatment days, assuming treatment is initiated/continued due to persistent HSIL as per protocol guidance.; HIV viral load and CD4 count results are generally assumed to be obtained from routine medical care and not to require a separate study contact day, except for venipuncture at Visit 1.; Optional visits are not counted."
35704479,"Treatment Arm (IRC, Hyfrecation or Laser)",intervention,1,1,2,3,4,5,0,1,2,2,3,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,until progression,"Screening (Visit 0), Randomization/Baseline (Visit 1, Day 0), 8-week interim treatment visit (Visit 1A), then regular 6-month follow-up assessment visits (Visits 2, 3, etc.) with potential separate re-treatment visits.","Information Visit is not a separate contact day; if screening procedures are performed, they are considered part of Visit 0.; Visit 0 (Screening) and Visit 1 (Randomization/Day 0) are always distinct in-person contact days.; For the IRC, Hyfrecation or Laser arm, the 'initial study treatment' at Visit 1 (Day 0) is a core_treatment activity.; One 'staged ablative procedure' is assumed at 8 weeks (Day +56) as a core_treatment day.; Regular 6-month follow-up visits (Visit 2, 3, etc.) are primarily for assessment (imaging_diagnostics).; If HSIL is present at a 6-month assessment visit, a separate 're-treatment' visit is assumed to occur within 4 weeks (e.g., Day +181, Day +366), counted as a core_treatment day.; HIV viral load and CD4 count results are generally assumed to be obtained from routine medical care and not to require a separate study contact day, except for venipuncture at Visit 1.; Optional visits are not counted."
35704479,Treatment Arm (Surgery - TUA),intervention,1,1,2,4,4,5,0,0,1,2,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,until progression,"Screening (Visit 0), Randomization/Baseline (Visit 1, Day 0), Surgery (Day +60), Post-surgery re-evaluation (Day +116), then regular 6-month follow-up visits (Visits 2, 3, etc.)","Information Visit is not a separate contact day; if screening procedures are performed, they are considered part of Visit 0.; Visit 0 (Screening) and Visit 1 (Randomization/Day 0) are always distinct in-person contact days.; For the Surgery (TUA) arm, Visit 1 (Day 0) includes surgery planning, but the surgery itself is a separate core_treatment day, assumed at Day +60 (within 2 months of Visit 1).; A re-evaluation visit is mandated 8-12 weeks post-surgery, assumed at Day +116 (8 weeks after Day +60) as a clinic_visit.; Subsequent 6-month visits (Visit 2, 3, etc.) are counted as core_treatment days, assuming new treatment is initiated/continued due to persistent HSIL as per protocol guidance.; HIV viral load and CD4 count results are generally assumed to be obtained from routine medical care and not to require a separate study contact day, except for venipuncture at Visit 1.; Optional visits are not counted."
35759733,Regimen I: CT-2103 (135mg/m²),intervention,2,3,7,14,20,25,0,2,4,7,10,12,1,0,0,0,0,0,0,1,3,7,10,13,1,0,0,0,0,0,28,12 monthly cycles,"Screening (2 days); 12 cycles of treatment, each with an infusion day (Day 1 of cycle) and a nadir lab day (Day 8 of cycle). Specific imaging and QOL assessments are integrated into these cycle visits. One post-treatment lab visit.","Screening procedures are consolidated into two in-person visits: Day -28 for EKG and CT scan (imaging_diagnostics), and Day -1 for History, Physical Exam, QOL, labs (CBC & Diff, Platelets, Serum Creatinine, Bilirubin/SGOT/ALP, CA-125, Negative serum pregnancy test), and Chest X-Ray (clinic_visits).; For 'Prior to Each Course or Monthly During 1st Year' column: History, Physical Exam, CBC & Diff, Platelets, Serum Creatinine, Bilirubin/SGOT/ALP, and CA-125 are assumed to occur at C1D1, C2D1, ..., C12D1 (Day 0, 28, 56, 84, 112, 140, 168, 196, 224, 252, 280, 308).; Chest X-Ray (listed as '1' in the 'Prior to Each Course' column) is assumed to occur once at C1D1 (Day 0).; CT scan of abdomen/pelvis (listed as '6' in the 'Prior to Each Course' column) is assumed to occur at C1D1, C3D1, C5D1, C7D1, C9D1, C11D1 (Day 0, 56, 112, 168, 224, 280).; QOL assessments (listed as '7' in the 'Prior to Each Course' column) occur at Baseline (Day -1), C3D1 (Day 56), C5D1 (Day 112), C7D1 (Day 168), and C12D1 (Day 308).; Nadir labs (CBC & Diff, Platelets) are assumed to occur on Day 7 of each cycle (Day 7, 35, 63, 91, 119, 147, 175, 203, 231, 259, 287, 315).; Coagulation Profile is excluded from routine contact days based on Footnote 8, which states it's only for patients with baseline abnormal parameters or on anti-coagulant treatment.; Post-treatment CA-125 (Footnote 10) is included at Day 360.; Category precedence: core_treatment > imaging_diagnostics > labs > clinic_visits. Infusion days are categorized as core_treatment. Days with CT/EKG are imaging_diagnostics unless core_treatment is present. Days with H&P/QOL are clinic_visits unless imaging_diagnostics or core_treatment is present. Days with only labs are labs."
